trial_idx,world_name,planner,drl_model_name,goal_x,goal_y,straight_line_distance,success,failure_reason,distance_traveled_odom,distance_traveled_planner,distance_diff_percent,travel_time,final_distance_to_goal,timeseries_log_path,timestamp
0,world_1,DRL,TD3_00387_500,0.0,0.5,0.5,True,,0.934,0.928,0.553,4.302,0.199,trial_results/timeseries/world_1_TD3_00387_500_trial000.json,2026-08-31T19:53:16.502909
1,world_1,DRL,TD3_00387_500,0.0,1.0,1.0,False,"Obstacle hit, mission aborted.",0.838,0.828,1.258,3.076,0.661,trial_results/timeseries/world_1_TD3_00387_500_trial001.json,2026-08-31T19:53:24.053998
2,world_1,DRL,TD3_00387_500,0.0,1.5,1.5,False,"Obstacle hit, mission aborted.",0.844,0.834,1.165,3.177,1.136,trial_results/timeseries/world_1_TD3_00387_500_trial002.json,2026-08-31T19:53:31.493361
3,world_1,DRL,TD3_00387_500,0.0,2.0,2.0,False,"Obstacle hit, mission aborted.",0.92,0.912,0.825,3.618,1.552,trial_results/timeseries/world_1_TD3_00387_500_trial003.json,2026-08-31T19:53:39.396831
4,world_1,DRL,TD3_00387_500,0.0,2.5,2.5,True,,3.164,3.153,0.34,8.178,0.196,trial_results/timeseries/world_1_TD3_00387_500_trial004.json,2026-08-31T19:53:51.833953
5,world_1,DRL,TD3_00387_500,0.0,4.0,4.0,True,,6.481,6.47,0.169,15.59,0.198,trial_results/timeseries/world_1_TD3_00387_500_trial005.json,2026-08-31T19:54:11.683995
6,world_1,DRL,TD3_00387_500,0.0,5.5,5.5,True,,9.299,9.289,0.114,23.242,0.193,trial_results/timeseries/world_1_TD3_00387_500_trial006.json,2026-08-31T19:54:39.195249
7,world_1,DRL,TD3_00387_500,0.0,6.0,6.0,True,,9.355,9.344,0.115,22.481,0.2,trial_results/timeseries/world_1_TD3_00387_500_trial007.json,2026-08-31T19:55:05.949803
8,world_1,DRL,TD3_00387_500,0.5,0.5,0.707,True,,0.764,0.762,0.291,2.695,0.2,trial_results/timeseries/world_1_TD3_00387_500_trial008.json,2026-08-31T19:55:12.917271
9,world_1,DRL,TD3_00387_500,0.5,1.5,1.581,True,,4.128,4.124,0.096,12.516,0.199,trial_results/timeseries/world_1_TD3_00387_500_trial009.json,2026-08-31T19:55:31.696948
10,world_1,DRL,TD3_00387_500,0.5,2.0,2.062,True,,4.288,4.277,0.257,11.252,0.199,trial_results/timeseries/world_1_TD3_00387_500_trial010.json,2026-08-31T19:55:48.211751
11,world_1,DRL,TD3_00387_500,0.5,2.5,2.55,True,,4.709,4.698,0.229,11.832,0.194,trial_results/timeseries/world_1_TD3_00387_500_trial011.json,2026-08-31T19:56:04.309006
12,world_1,DRL,TD3_00387_500,0.5,3.0,3.041,True,,5.158,5.136,0.423,12.639,0.185,trial_results/timeseries/world_1_TD3_00387_500_trial012.json,2026-08-31T19:56:22.221227
