trial_idx,world_name,planner,drl_model_name,goal_x,goal_y,straight_line_distance,success,failure_reason,distance_traveled_odom,distance_traveled_planner,distance_diff_percent,travel_time,final_distance_to_goal,timeseries_log_path,timestamp
0,world_1,DRL,TD3_00377_1000,0.0,0.5,0.5,True,,0.638,0.637,0.159,3.8,0.199,trial_results/timeseries/world_1_TD3_00377_1000_trial000.json,2026-09-01T09:55:40.766180
1,world_1,DRL,TD3_00377_1000,0.0,1.0,1.0,False,"Obstacle hit, mission aborted.",0.836,0.827,1.085,3.841,0.429,trial_results/timeseries/world_1_TD3_00377_1000_trial001.json,2026-09-01T09:55:49.326558
2,world_1,DRL,TD3_00377_1000,0.0,1.5,1.5,True,,1.487,1.476,0.74,4.242,0.19,trial_results/timeseries/world_1_TD3_00377_1000_trial002.json,2026-09-01T09:55:58.830510
3,world_1,DRL,TD3_00377_1000,0.0,2.0,2.0,True,,1.976,1.965,0.552,5.269,0.193,trial_results/timeseries/world_1_TD3_00377_1000_trial003.json,2026-09-01T09:56:08.362017
4,world_1,DRL,TD3_00377_1000,0.0,2.5,2.5,True,,2.471,2.461,0.424,6.306,0.19,trial_results/timeseries/world_1_TD3_00377_1000_trial004.json,2026-09-01T09:56:18.926798
5,world_1,DRL,TD3_00377_1000,0.0,4.0,4.0,False,"Obstacle hit, mission aborted.",2.81,2.809,0.035,17.482,1.344,trial_results/timeseries/world_1_TD3_00377_1000_trial005.json,2026-09-01T09:56:40.667233
6,world_1,DRL,TD3_00377_1000,0.0,5.5,5.5,True,,6.638,6.626,0.166,24.177,0.198,trial_results/timeseries/world_1_TD3_00377_1000_trial006.json,2026-09-01T09:57:09.124075
7,world_1,DRL,TD3_00377_1000,0.0,6.0,6.0,True,,7.502,7.491,0.144,19.637,0.191,trial_results/timeseries/world_1_TD3_00377_1000_trial007.json,2026-09-01T09:57:34.234692
8,world_1,DRL,TD3_00377_1000,0.5,0.5,0.707,True,,0.793,0.783,1.274,3.722,0.191,trial_results/timeseries/world_1_TD3_00377_1000_trial008.json,2026-09-01T09:57:42.474491
9,world_1,DRL,TD3_00377_1000,0.5,1.5,1.581,True,,2.1,2.092,0.377,9.068,0.197,trial_results/timeseries/world_1_TD3_00377_1000_trial009.json,2026-09-01T09:57:56.329730
10,world_1,DRL,TD3_00377_1000,0.5,2.0,2.062,True,,3.459,3.449,0.309,16.689,0.194,trial_results/timeseries/world_1_TD3_00377_1000_trial010.json,2026-09-01T09:58:17.576754
11,world_1,DRL,TD3_00377_1000,0.5,2.5,2.55,True,,2.605,2.594,0.417,6.782,0.195,trial_results/timeseries/world_1_TD3_00377_1000_trial011.json,2026-09-01T09:58:29.135085
12,world_1,DRL,TD3_00377_1000,0.5,3.0,3.041,True,,3.136,3.125,0.35,8.043,0.196,trial_results/timeseries/world_1_TD3_00377_1000_trial012.json,2026-09-01T09:58:41.454668
13,world_1,DRL,TD3_00377_1000,0.5,3.5,3.536,True,,3.664,3.654,0.288,9.627,0.2,trial_results/timeseries/world_1_TD3_00377_1000_trial013.json,2026-09-01T09:58:56.408060
14,world_1,DRL,TD3_00377_1000,0.5,4.0,4.031,True,,4.168,4.157,0.265,11.599,0.19,trial_results/timeseries/world_1_TD3_00377_1000_trial014.json,2026-09-01T09:59:12.523905
15,world_1,DRL,TD3_00377_1000,0.5,5.5,5.523,True,,6.715,6.704,0.161,17.85,0.199,trial_results/timeseries/world_1_TD3_00377_1000_trial015.json,2026-09-01T09:59:36.139826
16,world_1,DRL,TD3_00377_1000,0.5,6.0,6.021,True,,7.167,7.156,0.151,14.093,0.192,trial_results/timeseries/world_1_TD3_00377_1000_trial016.json,2026-09-01T09:59:54.498249
17,world_1,DRL,TD3_00377_1000,1.0,0.0,1.0,True,,0.812,0.802,1.308,1.59,0.191,trial_results/timeseries/world_1_TD3_00377_1000_trial017.json,2026-09-01T10:00:00.391282
18,world_1,DRL,TD3_00377_1000,1.0,0.5,1.118,True,,1.019,1.009,1.041,1.953,0.196,trial_results/timeseries/world_1_TD3_00377_1000_trial018.json,2026-09-01T10:00:06.598867
19,world_1,DRL,TD3_00377_1000,1.0,1.5,1.803,True,,2.661,2.658,0.105,11.158,0.2,trial_results/timeseries/world_1_TD3_00377_1000_trial019.json,2026-09-01T10:00:22.063078
20,world_1,DRL,TD3_00377_1000,1.0,2.0,2.236,True,,2.912,2.901,0.376,8.946,0.195,trial_results/timeseries/world_1_TD3_00377_1000_trial020.json,2026-09-01T10:00:35.269322
21,world_1,DRL,TD3_00377_1000,1.0,2.5,2.693,True,,3.504,3.493,0.315,9.19,0.194,trial_results/timeseries/world_1_TD3_00377_1000_trial021.json,2026-09-01T10:00:48.726110
22,world_1,DRL,TD3_00377_1000,1.0,3.0,3.162,True,,3.986,3.975,0.268,15.621,0.194,trial_results/timeseries/world_1_TD3_00377_1000_trial022.json,2026-09-01T10:01:08.863317
23,world_1,DRL,TD3_00377_1000,1.0,3.5,3.64,True,,3.714,3.703,0.288,11.763,0.19,trial_results/timeseries/world_1_TD3_00377_1000_trial023.json,2026-09-01T10:01:24.907663
24,world_1,DRL,TD3_00377_1000,1.0,4.0,4.123,True,,5.0,4.989,0.221,18.574,0.192,trial_results/timeseries/world_1_TD3_00377_1000_trial024.json,2026-09-01T10:01:47.753732
25,world_1,DRL,TD3_00377_1000,1.0,4.5,4.61,True,,5.467,5.456,0.201,17.408,0.197,trial_results/timeseries/world_1_TD3_00377_1000_trial025.json,2026-09-01T10:02:10.440832
26,world_1,DRL,TD3_00377_1000,1.0,5.0,5.099,True,,6.031,6.02,0.175,16.037,0.185,trial_results/timeseries/world_1_TD3_00377_1000_trial026.json,2026-09-01T10:02:31.750342
27,world_1,DRL,TD3_00377_1000,1.0,5.5,5.59,True,,6.545,6.534,0.169,13.649,0.19,trial_results/timeseries/world_1_TD3_00377_1000_trial027.json,2026-09-01T10:02:49.916122
28,world_1,DRL,TD3_00377_1000,1.0,6.0,6.083,True,,7.047,7.036,0.153,13.308,0.19,trial_results/timeseries/world_1_TD3_00377_1000_trial028.json,2026-09-01T10:03:07.487231
29,world_1,DRL,TD3_00377_1000,1.5,0.0,1.5,True,,1.353,1.331,1.569,2.564,0.182,trial_results/timeseries/world_1_TD3_00377_1000_trial029.json,2026-09-01T10:03:14.318276
