trial_idx,world_name,planner,drl_model_name,goal_x,goal_y,straight_line_distance,success,failure_reason,distance_traveled_odom,distance_traveled_planner,distance_diff_percent,travel_time,final_distance_to_goal,timeseries_log_path,timestamp
0,world_1,DRL,TD3_00378_1000,0.0,0.5,0.5,True,,1.444,1.438,0.418,10.25,0.198,trial_results/timeseries/world_1_TD3_00378_1000_trial000.json,2026-09-01T11:14:21.776326
1,world_1,DRL,TD3_00378_1000,0.0,1.0,1.0,True,,0.969,0.957,1.141,3.58,0.189,trial_results/timeseries/world_1_TD3_00378_1000_trial001.json,2026-09-01T11:14:29.923552
2,world_1,DRL,TD3_00378_1000,0.0,1.5,1.5,True,,1.457,1.446,0.754,4.304,0.193,trial_results/timeseries/world_1_TD3_00378_1000_trial002.json,2026-09-01T11:14:38.839403
3,world_1,DRL,TD3_00378_1000,0.0,2.0,2.0,True,,1.954,1.943,0.55,5.435,0.182,trial_results/timeseries/world_1_TD3_00378_1000_trial003.json,2026-09-01T11:14:49.536385
4,world_1,DRL,TD3_00378_1000,0.0,2.5,2.5,True,,2.449,2.439,0.439,6.576,0.191,trial_results/timeseries/world_1_TD3_00378_1000_trial004.json,2026-09-01T11:15:00.377787
5,world_1,DRL,TD3_00378_1000,0.0,4.0,4.0,False,"Obstacle hit, mission aborted.",3.264,3.254,0.305,17.707,1.152,trial_results/timeseries/world_1_TD3_00378_1000_trial005.json,2026-09-01T11:15:22.344594
6,world_1,DRL,TD3_00378_1000,0.0,5.5,5.5,True,,5.787,5.777,0.185,17.029,0.196,trial_results/timeseries/world_1_TD3_00378_1000_trial006.json,2026-09-01T11:15:43.671865
7,world_1,DRL,TD3_00378_1000,0.0,6.0,6.0,True,,6.145,6.134,0.178,20.389,0.198,trial_results/timeseries/world_1_TD3_00378_1000_trial007.json,2026-09-01T11:16:08.335709
8,world_1,DRL,TD3_00378_1000,0.5,0.5,0.707,False,"Obstacle hit, mission aborted.",0.906,0.896,1.092,2.015,0.27,trial_results/timeseries/world_1_TD3_00378_1000_trial008.json,2026-09-01T11:16:14.615077
9,world_1,DRL,TD3_00378_1000,0.5,1.5,1.581,False,"Obstacle hit, mission aborted.",5.004,5.001,0.057,19.906,0.43,trial_results/timeseries/world_1_TD3_00378_1000_trial009.json,2026-09-01T11:16:40.031547
10,world_1,DRL,TD3_00378_1000,0.5,2.0,2.062,False,"Obstacle hit, mission aborted.",0.773,0.768,0.698,3.822,1.452,trial_results/timeseries/world_1_TD3_00378_1000_trial010.json,2026-09-01T11:16:48.340775
11,world_1,DRL,TD3_00378_1000,0.5,2.5,2.55,True,,2.584,2.573,0.428,7.68,0.192,trial_results/timeseries/world_1_TD3_00378_1000_trial011.json,2026-09-01T11:17:00.280056
12,world_1,DRL,TD3_00378_1000,0.5,3.0,3.041,True,,3.204,3.194,0.329,8.421,0.193,trial_results/timeseries/world_1_TD3_00378_1000_trial012.json,2026-09-01T11:17:12.964429
13,world_1,DRL,TD3_00378_1000,0.5,3.5,3.536,False,"Obstacle hit, mission aborted.",5.067,5.06,0.137,16.904,0.338,trial_results/timeseries/world_1_TD3_00378_1000_trial013.json,2026-09-01T11:17:34.382507
14,world_1,DRL,TD3_00378_1000,0.5,4.0,4.031,True,,4.783,4.772,0.227,12.903,0.198,trial_results/timeseries/world_1_TD3_00378_1000_trial014.json,2026-09-01T11:17:52.056392
15,world_1,DRL,TD3_00378_1000,0.5,5.5,5.523,True,,6.72,6.709,0.164,31.473,0.196,trial_results/timeseries/world_1_TD3_00378_1000_trial015.json,2026-09-01T11:18:27.815051
16,world_1,DRL,TD3_00378_1000,0.5,6.0,6.021,True,,6.719,6.708,0.161,23.034,0.191,trial_results/timeseries/world_1_TD3_00378_1000_trial016.json,2026-09-01T11:18:55.182608
17,world_1,DRL,TD3_00378_1000,1.0,0.0,1.0,True,,0.815,0.804,1.336,1.551,0.191,trial_results/timeseries/world_1_TD3_00378_1000_trial017.json,2026-09-01T11:19:01.216771
18,world_1,DRL,TD3_00378_1000,1.0,0.5,1.118,True,,1.031,1.02,1.065,2.274,0.197,trial_results/timeseries/world_1_TD3_00378_1000_trial018.json,2026-09-01T11:19:07.948271
19,world_1,DRL,TD3_00378_1000,1.0,1.5,1.803,False,"Obstacle hit, mission aborted.",4.502,4.498,0.099,15.454,0.48,trial_results/timeseries/world_1_TD3_00378_1000_trial019.json,2026-09-01T11:19:27.658594
20,world_1,DRL,TD3_00378_1000,1.0,2.0,2.236,True,,3.462,3.451,0.319,7.427,0.196,trial_results/timeseries/world_1_TD3_00378_1000_trial020.json,2026-09-01T11:19:39.364188
21,world_1,DRL,TD3_00378_1000,1.0,2.5,2.693,True,,3.302,3.292,0.329,8.363,0.195,trial_results/timeseries/world_1_TD3_00378_1000_trial021.json,2026-09-01T11:19:51.992840
22,world_1,DRL,TD3_00378_1000,1.0,3.0,3.162,True,,3.386,3.375,0.325,8.725,0.189,trial_results/timeseries/world_1_TD3_00378_1000_trial022.json,2026-09-01T11:20:04.981471
23,world_1,DRL,TD3_00378_1000,1.0,3.5,3.64,True,,3.816,3.805,0.284,9.568,0.192,trial_results/timeseries/world_1_TD3_00378_1000_trial023.json,2026-09-01T11:20:19.315998
24,world_1,DRL,TD3_00378_1000,1.0,4.0,4.123,True,,4.385,4.374,0.246,10.632,0.199,trial_results/timeseries/world_1_TD3_00378_1000_trial024.json,2026-09-01T11:20:35.216791
25,world_1,DRL,TD3_00378_1000,1.0,4.5,4.61,True,,4.805,4.795,0.223,10.996,0.193,trial_results/timeseries/world_1_TD3_00378_1000_trial025.json,2026-09-01T11:20:50.734171
26,world_1,DRL,TD3_00378_1000,1.0,5.0,5.099,True,,5.401,5.38,0.392,12.098,0.19,trial_results/timeseries/world_1_TD3_00378_1000_trial026.json,2026-09-01T11:21:07.109672
27,world_1,DRL,TD3_00378_1000,1.0,5.5,5.59,True,,5.869,5.858,0.188,13.256,0.192,trial_results/timeseries/world_1_TD3_00378_1000_trial027.json,2026-09-01T11:21:24.648960
28,world_1,DRL,TD3_00378_1000,1.0,6.0,6.083,True,,6.286,6.275,0.175,14.252,0.2,trial_results/timeseries/world_1_TD3_00378_1000_trial028.json,2026-09-01T11:21:43.415638
29,world_1,DRL,TD3_00378_1000,1.5,0.0,1.5,True,,1.316,1.305,0.82,2.495,0.197,trial_results/timeseries/world_1_TD3_00378_1000_trial029.json,2026-09-01T11:21:50.178796
30,world_1,DRL,TD3_00378_1000,1.5,0.5,1.581,True,,1.519,1.512,0.51,3.038,0.198,trial_results/timeseries/world_1_TD3_00378_1000_trial030.json,2026-09-01T11:21:57.475658
31,world_1,DRL,TD3_00378_1000,1.5,1.0,1.803,False,"Obstacle hit, mission aborted.",2.856,2.846,0.359,9.792,0.325,trial_results/timeseries/world_1_TD3_00378_1000_trial031.json,2026-09-01T11:22:11.529765
32,world_1,DRL,TD3_00378_1000,1.5,1.5,2.121,True,,2.831,2.824,0.243,5.592,0.199,trial_results/timeseries/world_1_TD3_00378_1000_trial032.json,2026-09-01T11:22:22.591866
33,world_1,DRL,TD3_00378_1000,1.5,2.0,2.5,True,,3.151,3.14,0.343,6.253,0.199,trial_results/timeseries/world_1_TD3_00378_1000_trial033.json,2026-09-01T11:22:33.105582
34,world_1,DRL,TD3_00378_1000,1.5,2.5,2.915,True,,3.626,3.616,0.295,7.197,0.195,trial_results/timeseries/world_1_TD3_00378_1000_trial034.json,2026-09-01T11:22:44.916537
35,world_1,DRL,TD3_00378_1000,1.5,3.0,3.354,True,,4.427,4.424,0.075,11.238,0.199,trial_results/timeseries/world_1_TD3_00378_1000_trial035.json,2026-09-01T11:23:00.422366
36,world_1,DRL,TD3_00378_1000,1.5,3.5,3.808,True,,4.677,4.666,0.233,9.452,0.199,trial_results/timeseries/world_1_TD3_00378_1000_trial036.json,2026-09-01T11:23:14.194516
37,world_1,DRL,TD3_00378_1000,1.5,4.0,4.272,True,,5.154,5.143,0.214,10.576,0.191,trial_results/timeseries/world_1_TD3_00378_1000_trial037.json,2026-09-01T11:23:29.284563
38,world_1,DRL,TD3_00378_1000,1.5,4.5,4.743,True,,5.587,5.576,0.195,11.6,0.196,trial_results/timeseries/world_1_TD3_00378_1000_trial038.json,2026-09-01T11:23:45.404568
39,world_1,DRL,TD3_00378_1000,1.5,5.0,5.22,True,,6.222,6.211,0.175,13.854,0.192,trial_results/timeseries/world_1_TD3_00378_1000_trial039.json,2026-09-01T11:24:03.523790
40,world_1,DRL,TD3_00378_1000,1.5,5.5,5.701,True,,5.878,5.867,0.186,12.826,0.193,trial_results/timeseries/world_1_TD3_00378_1000_trial040.json,2026-09-01T11:24:20.912688
41,world_1,DRL,TD3_00378_1000,1.5,6.0,6.185,True,,6.303,6.292,0.172,13.513,0.189,trial_results/timeseries/world_1_TD3_00378_1000_trial041.json,2026-09-01T11:24:39.198076
42,world_1,DRL,TD3_00378_1000,2.0,0.0,2.0,True,,1.824,1.813,0.592,3.441,0.19,trial_results/timeseries/world_1_TD3_00378_1000_trial042.json,2026-09-01T11:24:48.162333
43,world_1,DRL,TD3_00378_1000,2.0,0.5,2.062,True,,1.917,1.913,0.188,4.405,0.2,trial_results/timeseries/world_1_TD3_00378_1000_trial043.json,2026-09-01T11:24:57.163709
44,world_1,DRL,TD3_00378_1000,2.0,1.0,2.236,True,,2.243,2.233,0.473,4.223,0.191,trial_results/timeseries/world_1_TD3_00378_1000_trial044.json,2026-09-01T11:25:05.681968
45,world_1,DRL,TD3_00378_1000,2.0,1.5,2.5,True,,2.69,2.68,0.394,5.088,0.199,trial_results/timeseries/world_1_TD3_00378_1000_trial045.json,2026-09-01T11:25:15.029504
46,world_1,DRL,TD3_00378_1000,2.0,2.0,2.828,True,,3.216,3.205,0.336,6.135,0.18,trial_results/timeseries/world_1_TD3_00378_1000_trial046.json,2026-09-01T11:25:26.427897
47,world_1,DRL,TD3_00378_1000,2.0,3.5,4.031,True,,6.069,6.064,0.067,16.678,0.198,trial_results/timeseries/world_1_TD3_00378_1000_trial047.json,2026-09-01T11:25:47.367023
48,world_1,DRL,TD3_00378_1000,2.0,4.0,4.472,True,,5.583,5.572,0.197,11.13,0.19,trial_results/timeseries/world_1_TD3_00378_1000_trial048.json,2026-09-01T11:26:02.762863
49,world_1,DRL,TD3_00378_1000,2.0,4.5,4.924,True,,5.981,5.97,0.178,11.883,0.194,trial_results/timeseries/world_1_TD3_00378_1000_trial049.json,2026-09-01T11:26:19.171009
50,world_1,DRL,TD3_00378_1000,2.0,5.0,5.385,True,,6.549,6.538,0.165,13.145,0.186,trial_results/timeseries/world_1_TD3_00378_1000_trial050.json,2026-09-01T11:26:36.629319
51,world_1,DRL,TD3_00378_1000,2.0,5.5,5.852,True,,6.977,6.969,0.121,14.31,0.196,trial_results/timeseries/world_1_TD3_00378_1000_trial051.json,2026-09-01T11:26:55.211519
52,world_1,DRL,TD3_00378_1000,2.0,6.0,6.325,True,,7.524,7.513,0.141,16.642,0.191,trial_results/timeseries/world_1_TD3_00378_1000_trial052.json,2026-09-01T11:27:16.137802
53,world_1,DRL,TD3_00378_1000,2.5,0.0,2.5,True,,2.341,2.33,0.473,4.405,0.197,trial_results/timeseries/world_1_TD3_00378_1000_trial053.json,2026-09-01T11:27:25.157064
54,world_1,DRL,TD3_00378_1000,2.5,1.5,2.915,True,,2.944,2.933,0.374,5.629,0.19,trial_results/timeseries/world_1_TD3_00378_1000_trial054.json,2026-09-01T11:27:35.132201
55,world_1,DRL,TD3_00378_1000,2.5,2.0,3.202,True,,3.36,3.35,0.321,6.296,0.2,trial_results/timeseries/world_1_TD3_00378_1000_trial055.json,2026-09-01T11:27:46.986612
56,world_1,DRL,TD3_00378_1000,2.5,2.5,3.536,True,,3.884,3.873,0.277,7.364,0.198,trial_results/timeseries/world_1_TD3_00378_1000_trial056.json,2026-09-01T11:27:58.870063
57,world_1,DRL,TD3_00378_1000,2.5,3.0,3.905,False,"Obstacle hit, mission aborted.",5.241,5.23,0.203,13.971,0.213,trial_results/timeseries/world_1_TD3_00378_1000_trial057.json,2026-09-01T11:28:17.098282
58,world_1,DRL,TD3_00378_1000,2.5,3.5,4.301,True,,5.057,5.047,0.213,9.71,0.198,trial_results/timeseries/world_1_TD3_00378_1000_trial058.json,2026-09-01T11:28:32.122725
59,world_1,DRL,TD3_00378_1000,2.5,4.0,4.717,True,,6.271,6.26,0.17,14.576,0.191,trial_results/timeseries/world_1_TD3_00378_1000_trial059.json,2026-09-01T11:28:51.963792
60,world_1,DRL,TD3_00378_1000,2.5,4.5,5.148,True,,6.432,6.41,0.342,13.509,0.184,trial_results/timeseries/world_1_TD3_00378_1000_trial060.json,2026-09-01T11:29:10.190821
61,world_1,DRL,TD3_00378_1000,2.5,5.0,5.59,True,,6.825,6.814,0.159,14.073,0.198,trial_results/timeseries/world_1_TD3_00378_1000_trial061.json,2026-09-01T11:29:28.907387
62,world_1,DRL,TD3_00378_1000,3.0,0.0,3.0,True,,3.054,3.051,0.113,7.179,0.2,trial_results/timeseries/world_1_TD3_00378_1000_trial062.json,2026-09-01T11:29:41.353688
63,world_1,DRL,TD3_00378_1000,3.0,1.5,3.354,True,,3.404,3.393,0.32,6.456,0.183,trial_results/timeseries/world_1_TD3_00378_1000_trial063.json,2026-09-01T11:29:52.574017
64,world_1,DRL,TD3_00378_1000,3.0,2.0,3.606,True,,3.631,3.62,0.297,6.859,0.198,trial_results/timeseries/world_1_TD3_00378_1000_trial064.json,2026-09-01T11:30:03.710035
65,world_1,DRL,TD3_00378_1000,3.0,2.5,3.905,True,,4.058,4.036,0.541,7.582,0.187,trial_results/timeseries/world_1_TD3_00378_1000_trial065.json,2026-09-01T11:30:15.907907
66,world_1,DRL,TD3_00378_1000,3.0,3.0,4.243,True,,4.508,4.497,0.236,8.504,0.186,trial_results/timeseries/world_1_TD3_00378_1000_trial066.json,2026-09-01T11:30:28.674398
67,world_1,DRL,TD3_00378_1000,3.0,3.5,4.61,True,,4.997,4.986,0.221,9.789,0.193,trial_results/timeseries/world_1_TD3_00378_1000_trial067.json,2026-09-01T11:30:42.725990
68,world_1,DRL,TD3_00378_1000,3.0,4.0,5.0,True,,5.638,5.627,0.187,10.693,0.195,trial_results/timeseries/world_1_TD3_00378_1000_trial068.json,2026-09-01T11:30:57.935000
69,world_1,DRL,TD3_00378_1000,3.0,4.5,5.408,True,,5.885,5.874,0.188,11.194,0.198,trial_results/timeseries/world_1_TD3_00378_1000_trial069.json,2026-09-01T11:31:13.648175
