trial_idx,world_name,planner,drl_model_name,goal_x,goal_y,straight_line_distance,success,failure_reason,distance_traveled_odom,distance_traveled_planner,distance_diff_percent,travel_time,final_distance_to_goal,timeseries_log_path,timestamp
0,world_1,DRL,TD3_00402_1000,0.0,0.5,0.5,True,,0.764,0.756,1.072,5.67,0.197,trial_results/timeseries/world_1_TD3_00402_1000_trial000.json,2026-09-10T19:09:53.838131
1,world_1,DRL,TD3_00402_1000,0.0,1.0,1.0,False,"Obstacle hit, mission aborted.",0.779,0.769,1.369,3.861,0.56,trial_results/timeseries/world_1_TD3_00402_1000_trial001.json,2026-09-10T19:10:01.966237
2,world_1,DRL,TD3_00402_1000,0.0,1.5,1.5,False,"Obstacle hit, mission aborted.",0.784,0.773,1.362,2.717,0.957,trial_results/timeseries/world_1_TD3_00402_1000_trial002.json,2026-09-10T19:10:08.941630
3,world_1,DRL,TD3_00402_1000,0.0,2.0,2.0,True,,4.728,4.718,0.229,12.117,0.194,trial_results/timeseries/world_1_TD3_00402_1000_trial003.json,2026-09-10T19:10:25.317332
4,world_1,DRL,TD3_00402_1000,0.0,2.5,2.5,True,,5.109,5.099,0.212,11.462,0.195,trial_results/timeseries/world_1_TD3_00402_1000_trial004.json,2026-09-10T19:10:42.049853
5,world_1,DRL,TD3_00402_1000,0.0,4.0,4.0,True,,5.83,5.819,0.189,11.072,0.193,trial_results/timeseries/world_1_TD3_00402_1000_trial005.json,2026-09-10T19:10:57.389783
6,world_1,DRL,TD3_00402_1000,0.0,5.5,5.5,False,"Obstacle hit, mission aborted.",6.408,6.397,0.167,20.099,1.182,trial_results/timeseries/world_1_TD3_00402_1000_trial006.json,2026-09-10T19:11:22.761284
7,world_1,DRL,TD3_00402_1000,0.0,6.0,6.0,False,"Obstacle hit, mission aborted.",6.583,6.573,0.161,22.73,1.687,trial_results/timeseries/world_1_TD3_00402_1000_trial007.json,2026-09-10T19:11:50.023149
8,world_1,DRL,TD3_00402_1000,0.5,0.5,0.707,True,,1.774,1.763,0.6,12.86,0.191,trial_results/timeseries/world_1_TD3_00402_1000_trial008.json,2026-09-10T19:12:08.206005
9,world_1,DRL,TD3_00402_1000,0.5,1.5,1.581,True,,4.124,4.112,0.291,15.634,0.192,trial_results/timeseries/world_1_TD3_00402_1000_trial009.json,2026-09-10T19:12:29.133074
10,world_1,DRL,TD3_00402_1000,0.5,2.0,2.062,True,,4.184,4.173,0.253,9.832,0.19,trial_results/timeseries/world_1_TD3_00402_1000_trial010.json,2026-09-10T19:12:43.833110
11,world_1,DRL,TD3_00402_1000,0.5,2.5,2.55,True,,4.333,4.322,0.247,9.024,0.197,trial_results/timeseries/world_1_TD3_00402_1000_trial011.json,2026-09-10T19:12:57.624038
12,world_1,DRL,TD3_00402_1000,0.5,3.0,3.041,True,,4.317,4.306,0.253,8.342,0.2,trial_results/timeseries/world_1_TD3_00402_1000_trial012.json,2026-09-10T19:13:10.243677
13,world_1,DRL,TD3_00402_1000,0.5,3.5,3.536,False,"Obstacle hit, mission aborted.",4.903,4.892,0.225,9.39,0.284,trial_results/timeseries/world_1_TD3_00402_1000_trial013.json,2026-09-10T19:13:23.951381
14,world_1,DRL,TD3_00402_1000,0.5,4.0,4.031,True,,5.451,5.44,0.195,10.374,0.194,trial_results/timeseries/world_1_TD3_00402_1000_trial014.json,2026-09-10T19:13:38.845030
15,world_1,DRL,TD3_00402_1000,0.5,5.5,5.523,True,,7.152,7.141,0.15,13.347,0.195,trial_results/timeseries/world_1_TD3_00402_1000_trial015.json,2026-09-10T19:13:57.458559
16,world_1,DRL,TD3_00402_1000,0.5,6.0,6.021,True,,7.533,7.522,0.142,14.069,0.2,trial_results/timeseries/world_1_TD3_00402_1000_trial016.json,2026-09-10T19:14:15.793519
17,world_1,DRL,TD3_00402_1000,1.0,0.0,1.0,True,,0.807,0.797,1.326,1.551,0.194,trial_results/timeseries/world_1_TD3_00402_1000_trial017.json,2026-09-10T19:14:22.612793
18,world_1,DRL,TD3_00402_1000,1.0,0.5,1.118,True,,0.959,0.949,1.125,1.853,0.194,trial_results/timeseries/world_1_TD3_00402_1000_trial018.json,2026-09-10T19:14:28.972782
19,world_1,DRL,TD3_00402_1000,1.0,1.5,1.803,True,,3.101,3.095,0.193,7.696,0.199,trial_results/timeseries/world_1_TD3_00402_1000_trial019.json,2026-09-10T19:14:41.128788
20,world_1,DRL,TD3_00402_1000,1.0,2.0,2.236,True,,3.185,3.175,0.334,6.134,0.193,trial_results/timeseries/world_1_TD3_00402_1000_trial020.json,2026-09-10T19:14:52.527814
21,world_1,DRL,TD3_00402_1000,1.0,2.5,2.693,True,,3.677,3.666,0.298,7.119,0.199,trial_results/timeseries/world_1_TD3_00402_1000_trial021.json,2026-09-10T19:15:03.915829
22,world_1,DRL,TD3_00402_1000,1.0,3.0,3.162,True,,4.12,4.109,0.261,7.94,0.191,trial_results/timeseries/world_1_TD3_00402_1000_trial022.json,2026-09-10T19:15:16.122997
23,world_1,DRL,TD3_00402_1000,1.0,3.5,3.64,True,,4.62,4.609,0.233,8.884,0.197,trial_results/timeseries/world_1_TD3_00402_1000_trial023.json,2026-09-10T19:15:30.325641
24,world_1,DRL,TD3_00402_1000,1.0,4.0,4.123,True,,5.212,5.202,0.206,9.907,0.199,trial_results/timeseries/world_1_TD3_00402_1000_trial024.json,2026-09-10T19:15:44.510065
25,world_1,DRL,TD3_00402_1000,1.0,4.5,4.61,True,,5.738,5.727,0.188,10.791,0.195,trial_results/timeseries/world_1_TD3_00402_1000_trial025.json,2026-09-10T19:16:00.820759
26,world_1,DRL,TD3_00402_1000,1.0,5.0,5.099,True,,6.416,6.406,0.167,12.075,0.191,trial_results/timeseries/world_1_TD3_00402_1000_trial026.json,2026-09-10T19:16:18.162922
27,world_1,DRL,TD3_00402_1000,1.0,5.5,5.59,True,,6.929,6.919,0.155,12.979,0.193,trial_results/timeseries/world_1_TD3_00402_1000_trial027.json,2026-09-10T19:16:37.216152
28,world_1,DRL,TD3_00402_1000,1.0,6.0,6.083,True,,7.405,7.394,0.146,13.86,0.198,trial_results/timeseries/world_1_TD3_00402_1000_trial028.json,2026-09-10T19:16:55.415878
29,world_1,DRL,TD3_00402_1000,1.5,0.0,1.5,True,,1.31,1.299,0.822,2.493,0.192,trial_results/timeseries/world_1_TD3_00402_1000_trial029.json,2026-09-10T19:17:02.176685
30,world_1,DRL,TD3_00402_1000,1.5,0.5,1.581,True,,1.405,1.394,0.769,2.705,0.192,trial_results/timeseries/world_1_TD3_00402_1000_trial030.json,2026-09-10T19:17:09.150835
31,world_1,DRL,TD3_00402_1000,1.5,1.0,1.803,True,,1.813,1.802,0.606,3.459,0.193,trial_results/timeseries/world_1_TD3_00402_1000_trial031.json,2026-09-10T19:17:17.867830
32,world_1,DRL,TD3_00402_1000,1.5,1.5,2.121,True,,2.399,2.388,0.445,4.543,0.191,trial_results/timeseries/world_1_TD3_00402_1000_trial032.json,2026-09-10T19:17:26.673797
33,world_1,DRL,TD3_00402_1000,1.5,2.0,2.5,True,,2.984,2.973,0.367,5.646,0.195,trial_results/timeseries/world_1_TD3_00402_1000_trial033.json,2026-09-10T19:17:36.594027
34,world_1,DRL,TD3_00402_1000,1.5,2.5,2.915,True,,3.511,3.501,0.3,6.611,0.196,trial_results/timeseries/world_1_TD3_00402_1000_trial034.json,2026-09-10T19:17:47.465989
35,world_1,DRL,TD3_00402_1000,1.5,3.0,3.354,True,,4.122,4.112,0.255,7.736,0.199,trial_results/timeseries/world_1_TD3_00402_1000_trial035.json,2026-09-10T19:18:00.466020
36,world_1,DRL,TD3_00402_1000,1.5,3.5,3.808,True,,4.67,4.659,0.23,8.809,0.197,trial_results/timeseries/world_1_TD3_00402_1000_trial036.json,2026-09-10T19:18:14.545377
37,world_1,DRL,TD3_00402_1000,1.5,4.0,4.272,True,,5.227,5.216,0.206,9.865,0.197,trial_results/timeseries/world_1_TD3_00402_1000_trial037.json,2026-09-10T19:18:29.872673
38,world_1,DRL,TD3_00402_1000,1.5,4.5,4.743,True,,5.782,5.771,0.188,10.869,0.197,trial_results/timeseries/world_1_TD3_00402_1000_trial038.json,2026-09-10T19:18:46.004496
39,world_1,DRL,TD3_00402_1000,1.5,5.0,5.22,True,,6.309,6.299,0.167,11.855,0.196,trial_results/timeseries/world_1_TD3_00402_1000_trial039.json,2026-09-10T19:19:02.182206
40,world_1,DRL,TD3_00402_1000,1.5,5.5,5.701,True,,6.819,6.808,0.158,12.72,0.195,trial_results/timeseries/world_1_TD3_00402_1000_trial040.json,2026-09-10T19:19:19.171898
41,world_1,DRL,TD3_00402_1000,1.5,6.0,6.185,True,,7.322,7.311,0.147,13.663,0.192,trial_results/timeseries/world_1_TD3_00402_1000_trial041.json,2026-09-10T19:19:37.117034
42,world_1,DRL,TD3_00402_1000,2.0,0.0,2.0,True,,1.811,1.8,0.602,3.418,0.194,trial_results/timeseries/world_1_TD3_00402_1000_trial042.json,2026-09-10T19:19:44.810724
43,world_1,DRL,TD3_00402_1000,2.0,0.5,2.062,True,,1.885,1.874,0.581,3.579,0.187,trial_results/timeseries/world_1_TD3_00402_1000_trial043.json,2026-09-10T19:19:52.646933
44,world_1,DRL,TD3_00402_1000,2.0,1.0,2.236,True,,2.094,2.084,0.514,3.96,0.199,trial_results/timeseries/world_1_TD3_00402_1000_trial044.json,2026-09-10T19:20:00.878782
45,world_1,DRL,TD3_00402_1000,2.0,1.5,2.5,True,,2.507,2.496,0.424,4.764,0.19,trial_results/timeseries/world_1_TD3_00402_1000_trial045.json,2026-09-10T19:20:10.906099
46,world_1,DRL,TD3_00402_1000,2.0,2.0,2.828,True,,3.007,2.997,0.356,5.649,0.194,trial_results/timeseries/world_1_TD3_00402_1000_trial046.json,2026-09-10T19:20:21.023438
47,world_1,DRL,TD3_00402_1000,2.0,3.5,4.031,True,,5.046,5.035,0.219,12.979,0.186,trial_results/timeseries/world_1_TD3_00402_1000_trial047.json,2026-09-10T19:20:38.270581
48,world_1,DRL,TD3_00402_1000,2.0,4.0,4.472,True,,5.463,5.452,0.198,10.308,0.191,trial_results/timeseries/world_1_TD3_00402_1000_trial048.json,2026-09-10T19:20:52.910416
49,world_1,DRL,TD3_00402_1000,2.0,4.5,4.924,True,,6.058,6.037,0.355,11.533,0.185,trial_results/timeseries/world_1_TD3_00402_1000_trial049.json,2026-09-10T19:21:09.713703
50,world_1,DRL,TD3_00402_1000,2.0,5.0,5.385,True,,6.545,6.535,0.161,12.623,0.2,trial_results/timeseries/world_1_TD3_00402_1000_trial050.json,2026-09-10T19:21:26.819660
51,world_1,DRL,TD3_00402_1000,2.0,5.5,5.852,True,,7.044,7.033,0.151,13.22,0.199,trial_results/timeseries/world_1_TD3_00402_1000_trial051.json,2026-09-10T19:21:45.316662
52,world_1,DRL,TD3_00402_1000,2.0,6.0,6.325,True,,7.431,7.421,0.144,13.862,0.193,trial_results/timeseries/world_1_TD3_00402_1000_trial052.json,2026-09-10T19:22:03.477574
53,world_1,DRL,TD3_00402_1000,2.5,0.0,2.5,True,,2.314,2.303,0.467,4.362,0.195,trial_results/timeseries/world_1_TD3_00402_1000_trial053.json,2026-09-10T19:22:12.518623
54,world_1,DRL,TD3_00402_1000,2.5,1.5,2.915,True,,2.868,2.857,0.375,5.406,0.19,trial_results/timeseries/world_1_TD3_00402_1000_trial054.json,2026-09-10T19:22:22.387758
55,world_1,DRL,TD3_00402_1000,2.5,2.0,3.202,True,,3.274,3.263,0.329,6.189,0.199,trial_results/timeseries/world_1_TD3_00402_1000_trial055.json,2026-09-10T19:22:32.839919
56,world_1,DRL,TD3_00402_1000,2.5,2.5,3.536,True,,3.751,3.741,0.282,7.094,0.198,trial_results/timeseries/world_1_TD3_00402_1000_trial056.json,2026-09-10T19:22:44.196086
