trial_idx,world_name,planner,drl_model_name,goal_x,goal_y,straight_line_distance,success,failure_reason,distance_traveled_odom,distance_traveled_planner,distance_diff_percent,travel_time,final_distance_to_goal,timeseries_log_path,timestamp
0,world_1,DRL,TD3_00381_1000,0.0,0.5,0.5,True,,0.71,0.701,1.274,4.789,0.198,trial_results/timeseries/world_1_TD3_00381_1000_trial000.json,2026-09-01T14:45:01.841040
1,world_1,DRL,TD3_00381_1000,0.0,1.0,1.0,True,,1.04,1.03,1.022,3.481,0.198,trial_results/timeseries/world_1_TD3_00381_1000_trial001.json,2026-09-01T14:45:10.079632
2,world_1,DRL,TD3_00381_1000,0.0,1.5,1.5,False,"Obstacle hit, mission aborted.",0.756,0.748,1.041,3.562,0.98,trial_results/timeseries/world_1_TD3_00381_1000_trial002.json,2026-09-01T14:45:18.897545
3,world_1,DRL,TD3_00381_1000,0.0,2.0,2.0,True,,2.057,2.046,0.52,5.43,0.193,trial_results/timeseries/world_1_TD3_00381_1000_trial003.json,2026-09-01T14:45:28.587881
4,world_1,DRL,TD3_00381_1000,0.0,2.5,2.5,False,"Obstacle hit, mission aborted.",0.85,0.839,1.26,4.043,1.897,trial_results/timeseries/world_1_TD3_00381_1000_trial004.json,2026-09-01T14:45:36.894679
5,world_1,DRL,TD3_00381_1000,0.0,4.0,4.0,True,,5.897,5.886,0.183,10.995,0.198,trial_results/timeseries/world_1_TD3_00381_1000_trial005.json,2026-09-01T14:45:52.647310
6,world_1,DRL,TD3_00381_1000,0.0,5.5,5.5,True,,8.139,8.128,0.136,15.843,0.197,trial_results/timeseries/world_1_TD3_00381_1000_trial006.json,2026-09-01T14:46:12.761645
7,world_1,DRL,TD3_00381_1000,0.0,6.0,6.0,True,,8.711,8.7,0.126,17.426,0.193,trial_results/timeseries/world_1_TD3_00381_1000_trial007.json,2026-09-01T14:46:34.506608
8,world_1,DRL,TD3_00381_1000,0.5,0.5,0.707,True,,0.741,0.731,1.376,4.082,0.197,trial_results/timeseries/world_1_TD3_00381_1000_trial008.json,2026-09-01T14:46:42.866369
9,world_1,DRL,TD3_00381_1000,0.5,1.5,1.581,False,"Obstacle hit, mission aborted.",0.772,0.761,1.407,3.119,0.947,trial_results/timeseries/world_1_TD3_00381_1000_trial009.json,2026-09-01T14:46:50.291714
10,world_1,DRL,TD3_00381_1000,0.5,2.0,2.062,False,"Obstacle hit, mission aborted.",0.822,0.811,1.28,3.892,1.458,trial_results/timeseries/world_1_TD3_00381_1000_trial010.json,2026-09-01T14:46:59.440646
11,world_1,DRL,TD3_00381_1000,0.5,2.5,2.55,True,,4.071,4.06,0.266,9.412,0.195,trial_results/timeseries/world_1_TD3_00381_1000_trial011.json,2026-09-01T14:47:13.115066
12,world_1,DRL,TD3_00381_1000,0.5,3.0,3.041,True,,4.684,4.683,0.03,10.333,0.2,trial_results/timeseries/world_1_TD3_00381_1000_trial012.json,2026-09-01T14:47:28.712516
