trial_idx,world_name,planner,drl_model_name,goal_x,goal_y,straight_line_distance,success,failure_reason,distance_traveled_odom,distance_traveled_planner,distance_diff_percent,travel_time,final_distance_to_goal,timeseries_log_path,timestamp
0,world_1,DRL,TD3_00380_900,0.0,0.5,0.5,True,,5.265,5.254,0.206,11.517,0.193,trial_results/timeseries/world_1_TD3_00380_900_trial000.json,2026-09-01T19:28:12.965919
1,world_1,DRL,TD3_00380_900,0.0,1.0,1.0,False,"Obstacle hit, mission aborted.",0.91,0.904,0.733,3.22,0.952,trial_results/timeseries/world_1_TD3_00380_900_trial001.json,2026-09-01T19:28:20.589706
2,world_1,DRL,TD3_00380_900,0.0,1.5,1.5,False,"Obstacle hit, mission aborted.",0.88,0.878,0.176,2.235,1.33,trial_results/timeseries/world_1_TD3_00380_900_trial002.json,2026-09-01T19:28:28.082294
3,world_1,DRL,TD3_00380_900,0.0,2.0,2.0,False,"Obstacle hit, mission aborted.",0.901,0.9,0.111,3.398,1.772,trial_results/timeseries/world_1_TD3_00380_900_trial003.json,2026-09-01T19:28:36.820327
4,world_1,DRL,TD3_00380_900,0.0,2.5,2.5,False,"Obstacle hit, mission aborted.",0.808,0.807,0.128,2.917,2.176,trial_results/timeseries/world_1_TD3_00380_900_trial004.json,2026-09-01T19:28:44.999557
5,world_1,DRL,TD3_00380_900,0.0,4.0,4.0,True,,5.431,5.42,0.202,11.477,0.191,trial_results/timeseries/world_1_TD3_00380_900_trial005.json,2026-09-01T19:29:00.785594
6,world_1,DRL,TD3_00380_900,0.0,5.5,5.5,True,,8.231,8.22,0.133,23.741,0.194,trial_results/timeseries/world_1_TD3_00380_900_trial006.json,2026-09-01T19:29:29.795567
7,world_1,DRL,TD3_00380_900,0.0,6.0,6.0,False,"Obstacle hit, mission aborted.",1.103,1.092,0.956,5.65,5.633,trial_results/timeseries/world_1_TD3_00380_900_trial007.json,2026-09-01T19:29:39.720251
8,world_1,DRL,TD3_00380_900,0.5,0.5,0.707,True,,0.761,0.751,1.315,2.716,0.199,trial_results/timeseries/world_1_TD3_00380_900_trial008.json,2026-09-01T19:29:47.698987
9,world_1,DRL,TD3_00380_900,0.5,1.5,1.581,False,"Obstacle hit, mission aborted.",0.896,0.895,0.122,3.138,1.129,trial_results/timeseries/world_1_TD3_00380_900_trial009.json,2026-09-01T19:29:56.097367
10,world_1,DRL,TD3_00380_900,0.5,2.0,2.062,False,"Obstacle hit, mission aborted.",0.946,0.936,1.13,4.647,1.61,trial_results/timeseries/world_1_TD3_00380_900_trial010.json,2026-09-01T19:30:06.094033
11,world_1,DRL,TD3_00380_900,0.5,2.5,2.55,True,,3.932,3.921,0.273,10.189,0.179,trial_results/timeseries/world_1_TD3_00380_900_trial011.json,2026-09-01T19:30:20.637150
12,world_1,DRL,TD3_00380_900,0.5,3.0,3.041,True,,4.373,4.365,0.178,14.472,0.195,trial_results/timeseries/world_1_TD3_00380_900_trial012.json,2026-09-01T19:30:39.627418
13,world_1,DRL,TD3_00380_900,0.5,3.5,3.536,True,,4.727,4.716,0.228,11.476,0.197,trial_results/timeseries/world_1_TD3_00380_900_trial013.json,2026-09-01T19:30:55.369242
14,world_1,DRL,TD3_00380_900,0.5,4.0,4.031,True,,5.111,5.1,0.213,10.331,0.182,trial_results/timeseries/world_1_TD3_00380_900_trial014.json,2026-09-01T19:31:10.971468
15,world_1,DRL,TD3_00380_900,0.5,5.5,5.523,True,,6.652,6.641,0.164,13.323,0.191,trial_results/timeseries/world_1_TD3_00380_900_trial015.json,2026-09-01T19:31:29.565313
16,world_1,DRL,TD3_00380_900,0.5,6.0,6.021,True,,7.104,7.093,0.149,16.302,0.193,trial_results/timeseries/world_1_TD3_00380_900_trial016.json,2026-09-01T19:31:50.138033
17,world_1,DRL,TD3_00380_900,1.0,0.0,1.0,True,,0.837,0.827,1.266,1.611,0.195,trial_results/timeseries/world_1_TD3_00380_900_trial017.json,2026-09-01T19:31:57.588835
18,world_1,DRL,TD3_00380_900,1.0,0.5,1.118,True,,1.033,1.028,0.456,2.112,0.199,trial_results/timeseries/world_1_TD3_00380_900_trial018.json,2026-09-01T19:32:04.958339
19,world_1,DRL,TD3_00380_900,1.0,1.5,1.803,True,,8.437,8.426,0.127,19.64,0.199,trial_results/timeseries/world_1_TD3_00380_900_trial019.json,2026-09-01T19:32:28.856576
20,world_1,DRL,TD3_00380_900,1.0,2.0,2.236,True,,3.129,3.118,0.338,5.888,0.199,trial_results/timeseries/world_1_TD3_00380_900_trial020.json,2026-09-01T19:32:40.220658
21,world_1,DRL,TD3_00380_900,1.0,2.5,2.693,True,,3.52,3.509,0.3,6.654,0.19,trial_results/timeseries/world_1_TD3_00380_900_trial021.json,2026-09-01T19:32:51.147163
22,world_1,DRL,TD3_00380_900,1.0,3.0,3.162,True,,3.96,3.95,0.266,7.695,0.199,trial_results/timeseries/world_1_TD3_00380_900_trial022.json,2026-09-01T19:33:03.289947
23,world_1,DRL,TD3_00380_900,1.0,3.5,3.64,True,,4.439,4.428,0.241,8.665,0.195,trial_results/timeseries/world_1_TD3_00380_900_trial023.json,2026-09-01T19:33:16.417890
24,world_1,DRL,TD3_00380_900,1.0,4.0,4.123,True,,4.935,4.924,0.223,9.89,0.199,trial_results/timeseries/world_1_TD3_00380_900_trial024.json,2026-09-01T19:33:30.566895
25,world_1,DRL,TD3_00380_900,1.0,4.5,4.61,True,,5.453,5.442,0.198,12.659,0.195,trial_results/timeseries/world_1_TD3_00380_900_trial025.json,2026-09-01T19:33:48.490517
26,world_1,DRL,TD3_00380_900,1.0,5.0,5.099,True,,5.947,5.937,0.178,11.919,0.194,trial_results/timeseries/world_1_TD3_00380_900_trial026.json,2026-09-01T19:34:05.795075
27,world_1,DRL,TD3_00380_900,1.0,5.5,5.59,True,,6.445,6.434,0.168,12.784,0.191,trial_results/timeseries/world_1_TD3_00380_900_trial027.json,2026-09-01T19:34:22.841737
28,world_1,DRL,TD3_00380_900,1.0,6.0,6.083,True,,6.968,6.957,0.155,16.056,0.192,trial_results/timeseries/world_1_TD3_00380_900_trial028.json,2026-09-01T19:34:43.521231
29,world_1,DRL,TD3_00380_900,1.5,0.0,1.5,True,,1.34,1.329,0.807,2.555,0.192,trial_results/timeseries/world_1_TD3_00380_900_trial029.json,2026-09-01T19:34:50.556196
30,world_1,DRL,TD3_00380_900,1.5,0.5,1.581,True,,1.459,1.448,0.735,2.776,0.191,trial_results/timeseries/world_1_TD3_00380_900_trial030.json,2026-09-01T19:34:58.839614
31,world_1,DRL,TD3_00380_900,1.5,1.0,1.803,True,,1.833,1.822,0.604,3.521,0.198,trial_results/timeseries/world_1_TD3_00380_900_trial031.json,2026-09-01T19:35:07.620660
32,world_1,DRL,TD3_00380_900,1.5,1.5,2.121,True,,2.386,2.375,0.464,4.526,0.194,trial_results/timeseries/world_1_TD3_00380_900_trial032.json,2026-09-01T19:35:16.457178
33,world_1,DRL,TD3_00380_900,1.5,2.0,2.5,True,,2.887,2.876,0.383,5.407,0.19,trial_results/timeseries/world_1_TD3_00380_900_trial033.json,2026-09-01T19:35:26.119426
34,world_1,DRL,TD3_00380_900,1.5,2.5,2.915,True,,3.384,3.374,0.319,6.351,0.197,trial_results/timeseries/world_1_TD3_00380_900_trial034.json,2026-09-01T19:35:37.031804
35,world_1,DRL,TD3_00380_900,1.5,3.0,3.354,True,,3.924,3.913,0.274,7.456,0.18,trial_results/timeseries/world_1_TD3_00380_900_trial035.json,2026-09-01T19:35:48.753635
36,world_1,DRL,TD3_00380_900,1.5,3.5,3.808,True,,4.416,4.405,0.245,8.702,0.191,trial_results/timeseries/world_1_TD3_00380_900_trial036.json,2026-09-01T19:36:02.772610
