trial_idx,world_name,planner,drl_model_name,goal_x,goal_y,straight_line_distance,success,failure_reason,distance_traveled_odom,distance_traveled_planner,distance_diff_percent,travel_time,final_distance_to_goal,timeseries_log_path,timestamp
0,world_1,DRL,TD3_00393_1000,0.0,0.5,0.5,True,,5.391,5.38,0.199,13.727,0.193,trial_results/timeseries/world_1_TD3_00393_1000_trial000.json,2026-09-10T12:30:02.033728
1,world_1,DRL,TD3_00393_1000,0.0,1.0,1.0,True,,4.961,4.951,0.217,12.439,0.191,trial_results/timeseries/world_1_TD3_00393_1000_trial001.json,2026-09-10T12:30:19.822100
2,world_1,DRL,TD3_00393_1000,0.0,1.5,1.5,True,,1.949,1.938,0.554,5.609,0.195,trial_results/timeseries/world_1_TD3_00393_1000_trial002.json,2026-09-10T12:30:30.758774
3,world_1,DRL,TD3_00393_1000,0.0,2.0,2.0,True,,2.677,2.666,0.405,7.456,0.198,trial_results/timeseries/world_1_TD3_00393_1000_trial003.json,2026-09-10T12:30:42.725807
4,world_1,DRL,TD3_00393_1000,0.0,2.5,2.5,True,,3.35,3.339,0.32,8.763,0.194,trial_results/timeseries/world_1_TD3_00393_1000_trial004.json,2026-09-10T12:30:55.757224
5,world_1,DRL,TD3_00393_1000,0.0,4.0,4.0,True,,5.372,5.365,0.144,14.73,0.196,trial_results/timeseries/world_1_TD3_00393_1000_trial005.json,2026-09-10T12:31:14.756606
6,world_1,DRL,TD3_00393_1000,0.0,5.5,5.5,True,,6.704,6.696,0.119,16.498,0.197,trial_results/timeseries/world_1_TD3_00393_1000_trial006.json,2026-09-10T12:31:36.560098
7,world_1,DRL,TD3_00393_1000,0.0,6.0,6.0,True,,7.14,7.129,0.15,17.382,0.199,trial_results/timeseries/world_1_TD3_00393_1000_trial007.json,2026-09-10T12:31:58.233215
8,world_1,DRL,TD3_00393_1000,0.5,0.5,0.707,True,,0.821,0.817,0.396,3.46,0.199,trial_results/timeseries/world_1_TD3_00393_1000_trial008.json,2026-09-10T12:32:05.963424
9,world_1,DRL,TD3_00393_1000,0.5,1.5,1.581,True,,4.559,4.558,0.024,23.288,0.199,trial_results/timeseries/world_1_TD3_00393_1000_trial009.json,2026-09-10T12:32:33.514294
10,world_1,DRL,TD3_00393_1000,0.5,2.0,2.062,True,,2.98,2.969,0.363,8.583,0.195,trial_results/timeseries/world_1_TD3_00393_1000_trial010.json,2026-09-10T12:32:46.373165
11,world_1,DRL,TD3_00393_1000,0.5,2.5,2.55,True,,3.641,3.63,0.296,9.746,0.198,trial_results/timeseries/world_1_TD3_00393_1000_trial011.json,2026-09-10T12:33:01.431321
12,world_1,DRL,TD3_00393_1000,0.5,3.0,3.041,False,"Obstacle hit, mission aborted.",4.084,4.073,0.265,10.452,0.204,trial_results/timeseries/world_1_TD3_00393_1000_trial012.json,2026-09-10T12:33:17.154415
13,world_1,DRL,TD3_00393_1000,0.5,3.5,3.536,False,"Obstacle hit, mission aborted.",3.957,3.953,0.11,10.772,0.859,trial_results/timeseries/world_1_TD3_00393_1000_trial013.json,2026-09-10T12:33:32.191347
14,world_1,DRL,TD3_00393_1000,0.5,4.0,4.031,False,Goal timeout after 90.0s,5.063,5.063,0.006,90.012,1.621,trial_results/timeseries/world_1_TD3_00393_1000_trial014.json,2026-09-10T12:35:06.475809
15,world_1,DRL,TD3_00393_1000,0.5,5.5,5.523,True,,7.442,7.432,0.146,23.847,0.195,trial_results/timeseries/world_1_TD3_00393_1000_trial015.json,2026-09-10T12:35:35.654124
16,world_1,DRL,TD3_00393_1000,0.5,6.0,6.021,True,,7.538,7.527,0.143,18.837,0.19,trial_results/timeseries/world_1_TD3_00393_1000_trial016.json,2026-09-10T12:35:58.814013
17,world_1,DRL,TD3_00393_1000,1.0,0.0,1.0,True,,0.806,0.795,1.337,1.71,0.198,trial_results/timeseries/world_1_TD3_00393_1000_trial017.json,2026-09-10T12:36:04.798733
18,world_1,DRL,TD3_00393_1000,1.0,0.5,1.118,True,,0.952,0.941,1.13,1.994,0.198,trial_results/timeseries/world_1_TD3_00393_1000_trial018.json,2026-09-10T12:36:11.355846
19,world_1,DRL,TD3_00393_1000,1.0,1.5,1.803,True,,3.767,3.763,0.089,15.334,0.2,trial_results/timeseries/world_1_TD3_00393_1000_trial019.json,2026-09-10T12:36:30.951796
20,world_1,DRL,TD3_00393_1000,1.0,2.0,2.236,True,,3.409,3.398,0.317,9.691,0.198,trial_results/timeseries/world_1_TD3_00393_1000_trial020.json,2026-09-10T12:36:44.911599
21,world_1,DRL,TD3_00393_1000,1.0,2.5,2.693,True,,4.006,3.995,0.27,10.449,0.196,trial_results/timeseries/world_1_TD3_00393_1000_trial021.json,2026-09-10T12:36:59.628626
22,world_1,DRL,TD3_00393_1000,1.0,3.0,3.162,True,,4.403,4.392,0.245,11.134,0.191,trial_results/timeseries/world_1_TD3_00393_1000_trial022.json,2026-09-10T12:37:15.034993
23,world_1,DRL,TD3_00393_1000,1.0,3.5,3.64,True,,4.868,4.858,0.221,11.856,0.191,trial_results/timeseries/world_1_TD3_00393_1000_trial023.json,2026-09-10T12:37:32.210599
24,world_1,DRL,TD3_00393_1000,1.0,4.0,4.123,True,,5.582,5.572,0.191,13.744,0.197,trial_results/timeseries/world_1_TD3_00393_1000_trial024.json,2026-09-10T12:37:50.232048
25,world_1,DRL,TD3_00393_1000,1.0,4.5,4.61,True,,6.438,6.427,0.166,15.657,0.19,trial_results/timeseries/world_1_TD3_00393_1000_trial025.json,2026-09-10T12:38:10.157277
26,world_1,DRL,TD3_00393_1000,1.0,5.0,5.099,True,,7.222,7.211,0.149,17.944,0.196,trial_results/timeseries/world_1_TD3_00393_1000_trial026.json,2026-09-10T12:38:32.880044
27,world_1,DRL,TD3_00393_1000,1.0,5.5,5.59,False,Goal timeout after 90.0s,6.3,6.3,0.001,90.006,1.691,trial_results/timeseries/world_1_TD3_00393_1000_trial027.json,2026-09-10T12:40:07.162712
28,world_1,DRL,TD3_00393_1000,1.0,6.0,6.083,True,,8.219,8.209,0.132,21.5,0.193,trial_results/timeseries/world_1_TD3_00393_1000_trial028.json,2026-09-10T12:40:33.989496
29,world_1,DRL,TD3_00393_1000,1.5,0.0,1.5,True,,1.315,1.304,0.818,2.66,0.191,trial_results/timeseries/world_1_TD3_00393_1000_trial029.json,2026-09-10T12:40:40.922477
30,world_1,DRL,TD3_00393_1000,1.5,0.5,1.581,True,,1.406,1.395,0.768,2.837,0.19,trial_results/timeseries/world_1_TD3_00393_1000_trial030.json,2026-09-10T12:40:49.022388
31,world_1,DRL,TD3_00393_1000,1.5,1.0,1.803,True,,1.767,1.756,0.623,3.5,0.198,trial_results/timeseries/world_1_TD3_00393_1000_trial031.json,2026-09-10T12:40:57.395292
32,world_1,DRL,TD3_00393_1000,1.5,1.5,2.121,True,,2.439,2.428,0.432,5.247,0.193,trial_results/timeseries/world_1_TD3_00393_1000_trial032.json,2026-09-10T12:41:07.918630
33,world_1,DRL,TD3_00393_1000,1.5,2.0,2.5,True,,3.156,3.145,0.341,7.256,0.194,trial_results/timeseries/world_1_TD3_00393_1000_trial033.json,2026-09-10T12:41:19.439529
34,world_1,DRL,TD3_00393_1000,1.5,2.5,2.915,True,,3.818,3.807,0.283,9.043,0.197,trial_results/timeseries/world_1_TD3_00393_1000_trial034.json,2026-09-10T12:41:32.747661
35,world_1,DRL,TD3_00393_1000,1.5,3.0,3.354,True,,4.723,4.713,0.228,11.777,0.2,trial_results/timeseries/world_1_TD3_00393_1000_trial035.json,2026-09-10T12:41:48.798714
36,world_1,DRL,TD3_00393_1000,1.5,3.5,3.808,True,,5.113,5.102,0.212,12.319,0.198,trial_results/timeseries/world_1_TD3_00393_1000_trial036.json,2026-09-10T12:42:05.391019
37,world_1,DRL,TD3_00393_1000,1.5,4.0,4.272,True,,5.585,5.574,0.193,13.106,0.195,trial_results/timeseries/world_1_TD3_00393_1000_trial037.json,2026-09-10T12:42:23.768140
38,world_1,DRL,TD3_00393_1000,1.5,4.5,4.743,True,,6.123,6.112,0.175,14.179,0.199,trial_results/timeseries/world_1_TD3_00393_1000_trial038.json,2026-09-10T12:42:42.221460
39,world_1,DRL,TD3_00393_1000,1.5,5.0,5.22,True,,6.891,6.88,0.156,16.358,0.2,trial_results/timeseries/world_1_TD3_00393_1000_trial039.json,2026-09-10T12:43:02.867392
40,world_1,DRL,TD3_00393_1000,1.5,5.5,5.701,True,,7.626,7.615,0.141,18.025,0.196,trial_results/timeseries/world_1_TD3_00393_1000_trial040.json,2026-09-10T12:43:26.162154
41,world_1,DRL,TD3_00393_1000,1.5,6.0,6.185,True,,8.26,8.249,0.13,19.531,0.199,trial_results/timeseries/world_1_TD3_00393_1000_trial041.json,2026-09-10T12:43:50.032235
