trial_idx,world_name,planner,drl_model_name,goal_x,goal_y,straight_line_distance,success,failure_reason,distance_traveled_odom,distance_traveled_planner,distance_diff_percent,travel_time,final_distance_to_goal,timeseries_log_path,timestamp
0,world_1,DRL,TD3_00404_1000,0.0,0.5,0.5,True,,5.412,5.401,0.199,11.035,0.194,trial_results/timeseries/world_1_TD3_00404_1000_trial000.json,2026-09-10T23:55:31.864327
1,world_1,DRL,TD3_00404_1000,0.0,1.0,1.0,True,,4.882,4.871,0.227,10.228,0.199,trial_results/timeseries/world_1_TD3_00404_1000_trial001.json,2026-09-10T23:55:46.409367
2,world_1,DRL,TD3_00404_1000,0.0,1.5,1.5,True,,4.552,4.541,0.238,8.706,0.196,trial_results/timeseries/world_1_TD3_00404_1000_trial002.json,2026-09-10T23:55:59.378033
3,world_1,DRL,TD3_00404_1000,0.0,2.0,2.0,True,,4.475,4.465,0.241,8.418,0.196,trial_results/timeseries/world_1_TD3_00404_1000_trial003.json,2026-09-10T23:56:12.057768
4,world_1,DRL,TD3_00404_1000,0.0,2.5,2.5,True,,4.632,4.621,0.233,8.685,0.198,trial_results/timeseries/world_1_TD3_00404_1000_trial004.json,2026-09-10T23:56:26.013486
5,world_1,DRL,TD3_00404_1000,0.0,4.0,4.0,True,,5.945,5.934,0.181,11.101,0.2,trial_results/timeseries/world_1_TD3_00404_1000_trial005.json,2026-09-10T23:56:41.625491
6,world_1,DRL,TD3_00404_1000,0.0,5.5,5.5,False,Goal timeout after 90.0s,10.669,10.666,0.026,90.021,0.253,trial_results/timeseries/world_1_TD3_00404_1000_trial006.json,2026-09-10T23:58:16.970538
7,world_1,DRL,TD3_00404_1000,0.0,6.0,6.0,True,,7.989,7.978,0.135,15.803,0.194,trial_results/timeseries/world_1_TD3_00404_1000_trial007.json,2026-09-10T23:58:38.315900
8,world_1,DRL,TD3_00404_1000,0.5,0.5,0.707,True,,5.738,5.727,0.188,14.25,0.197,trial_results/timeseries/world_1_TD3_00404_1000_trial008.json,2026-09-10T23:58:57.284724
9,world_1,DRL,TD3_00404_1000,0.5,1.5,1.581,False,Goal timeout after 90.0s,5.037,5.035,0.05,90.004,0.25,trial_results/timeseries/world_1_TD3_00404_1000_trial009.json,2026-09-11T00:00:31.656721
10,world_1,DRL,TD3_00404_1000,0.5,2.0,2.062,True,,3.475,3.464,0.311,6.536,0.197,trial_results/timeseries/world_1_TD3_00404_1000_trial010.json,2026-09-11T00:00:42.723615
