trial_idx,world_name,planner,drl_model_name,goal_x,goal_y,straight_line_distance,success,failure_reason,distance_traveled_odom,distance_traveled_planner,distance_diff_percent,travel_time,final_distance_to_goal,timeseries_log_path,timestamp
0,world_1,DRL,TD3_00394_1000,0.0,0.5,0.5,True,,0.838,0.833,0.589,4.321,0.199,trial_results/timeseries/world_1_TD3_00394_1000_trial000.json,2026-09-10T13:23:13.303069
1,world_1,DRL,TD3_00394_1000,0.0,1.0,1.0,False,"Obstacle hit, mission aborted.",0.771,0.762,1.171,2.778,0.712,trial_results/timeseries/world_1_TD3_00394_1000_trial001.json,2026-09-10T13:23:21.343241
2,world_1,DRL,TD3_00394_1000,0.0,1.5,1.5,False,"Obstacle hit, mission aborted.",0.792,0.783,1.095,2.736,1.179,trial_results/timeseries/world_1_TD3_00394_1000_trial002.json,2026-09-10T13:23:28.341801
3,world_1,DRL,TD3_00394_1000,0.0,2.0,2.0,False,"Obstacle hit, mission aborted.",0.808,0.799,1.187,2.996,1.634,trial_results/timeseries/world_1_TD3_00394_1000_trial003.json,2026-09-10T13:23:36.847243
4,world_1,DRL,TD3_00394_1000,0.0,2.5,2.5,False,"Obstacle hit, mission aborted.",0.819,0.815,0.582,3.158,2.097,trial_results/timeseries/world_1_TD3_00394_1000_trial004.json,2026-09-10T13:23:45.265635
5,world_1,DRL,TD3_00394_1000,0.0,4.0,4.0,True,,5.505,5.501,0.066,15.538,0.199,trial_results/timeseries/world_1_TD3_00394_1000_trial005.json,2026-09-10T13:24:06.072399
6,world_1,DRL,TD3_00394_1000,0.0,5.5,5.5,True,,6.427,6.417,0.155,18.324,0.195,trial_results/timeseries/world_1_TD3_00394_1000_trial006.json,2026-09-10T13:24:28.936257
7,world_1,DRL,TD3_00394_1000,0.0,6.0,6.0,True,,6.868,6.857,0.154,21.429,0.198,trial_results/timeseries/world_1_TD3_00394_1000_trial007.json,2026-09-10T13:24:55.638443
8,world_1,DRL,TD3_00394_1000,0.5,0.5,0.707,False,"Obstacle hit, mission aborted.",0.855,0.853,0.295,4.486,0.204,trial_results/timeseries/world_1_TD3_00394_1000_trial008.json,2026-09-10T13:25:05.659109
9,world_1,DRL,TD3_00394_1000,0.5,1.5,1.581,True,,3.807,3.804,0.066,13.166,0.199,trial_results/timeseries/world_1_TD3_00394_1000_trial009.json,2026-09-10T13:25:23.091590
10,world_1,DRL,TD3_00394_1000,0.5,2.0,2.062,True,,3.503,3.492,0.306,9.578,0.199,trial_results/timeseries/world_1_TD3_00394_1000_trial010.json,2026-09-10T13:25:36.960064
11,world_1,DRL,TD3_00394_1000,0.5,2.5,2.55,True,,4.04,4.029,0.265,9.89,0.193,trial_results/timeseries/world_1_TD3_00394_1000_trial011.json,2026-09-10T13:25:52.115640
