trial_idx,world_name,planner,drl_model_name,goal_x,goal_y,straight_line_distance,success,failure_reason,distance_traveled_odom,distance_traveled_planner,distance_diff_percent,travel_time,final_distance_to_goal,timeseries_log_path,timestamp
0,world_1,DRL,TD3_00387_1000,0.0,0.5,0.5,True,,0.697,0.692,0.718,3.659,0.198,trial_results/timeseries/world_1_TD3_00387_1000_trial000.json,2026-08-31T00:34:39.087047
1,world_1,DRL,TD3_00387_1000,0.0,1.0,1.0,False,"Obstacle hit, mission aborted.",0.783,0.778,0.645,3.037,0.687,trial_results/timeseries/world_1_TD3_00387_1000_trial001.json,2026-08-31T00:34:46.379204
2,world_1,DRL,TD3_00387_1000,0.0,1.5,1.5,False,"Obstacle hit, mission aborted.",0.797,0.794,0.42,2.757,1.213,trial_results/timeseries/world_1_TD3_00387_1000_trial002.json,2026-08-31T00:34:53.399232
3,world_1,DRL,TD3_00387_1000,0.0,2.0,2.0,False,"Obstacle hit, mission aborted.",0.828,0.826,0.227,2.937,1.711,trial_results/timeseries/world_1_TD3_00387_1000_trial003.json,2026-08-31T00:35:00.593769
4,world_1,DRL,TD3_00387_1000,0.0,2.5,2.5,False,"Obstacle hit, mission aborted.",0.879,0.873,0.654,2.979,2.213,trial_results/timeseries/world_1_TD3_00387_1000_trial004.json,2026-08-31T00:35:08.117899
5,world_1,DRL,TD3_00387_1000,0.0,4.0,4.0,True,,6.813,6.81,0.046,16.235,0.2,trial_results/timeseries/world_1_TD3_00387_1000_trial005.json,2026-08-31T00:35:28.606768
6,world_1,DRL,TD3_00387_1000,0.0,5.5,5.5,False,"Obstacle hit, mission aborted.",6.549,6.547,0.035,15.272,1.345,trial_results/timeseries/world_1_TD3_00387_1000_trial006.json,2026-08-31T00:35:49.371625
7,world_1,DRL,TD3_00387_1000,0.0,6.0,6.0,False,"Obstacle hit, mission aborted.",0.973,0.967,0.59,3.04,5.634,trial_results/timeseries/world_1_TD3_00387_1000_trial007.json,2026-08-31T00:35:57.677434
8,world_1,DRL,TD3_00387_1000,0.5,0.5,0.707,True,,0.77,0.766,0.496,2.334,0.199,trial_results/timeseries/world_1_TD3_00387_1000_trial008.json,2026-08-31T00:36:04.271188
9,world_1,DRL,TD3_00387_1000,0.5,1.5,1.581,False,"Obstacle hit, mission aborted.",0.856,0.852,0.392,2.554,1.107,trial_results/timeseries/world_1_TD3_00387_1000_trial009.json,2026-08-31T00:36:11.085332
10,world_1,DRL,TD3_00387_1000,0.5,2.0,2.062,True,,4.045,4.034,0.267,9.973,0.189,trial_results/timeseries/world_1_TD3_00387_1000_trial010.json,2026-08-31T00:36:25.313883
11,world_1,DRL,TD3_00387_1000,0.5,2.5,2.55,True,,4.621,4.61,0.233,10.753,0.194,trial_results/timeseries/world_1_TD3_00387_1000_trial011.json,2026-08-31T00:36:40.329884
12,world_1,DRL,TD3_00387_1000,0.5,3.0,3.041,True,,5.133,5.122,0.212,11.804,0.195,trial_results/timeseries/world_1_TD3_00387_1000_trial012.json,2026-08-31T00:36:56.595262
